1,比黑人碳头牙刷好用?,碳头;,好用;,1;
301,在亚马逊已经买第二个契尔氏眼霜了，上回包装完整，这次没有外包装，并且连封膜也没有，也不知道是不是正品。,NULL;NULL;,完整;正品;,1;1;
302,东西还不错把，价格很实惠,东西;NULL;,不错;实惠;,1;1;
303,看起来瓶子比普通的大了一些,NULL;,普通;,0;
304,东西不错，测量宝宝体温很方便，不会担心弄疼宝宝，度数偏差在能接受的范围，唯一美中不足的是发货时间太长，比预计时间还晚了两天,东西;体温;NULL;NULL;NULL;,不错;方便;疼;美中不足;太长;,1;1;-1;0;-1;
305,东西用着真的很舒服，值得买,NULL;NULL;,舒服;值得;,1;1;
306,真心不好用，只是为了凑单买的,NULL;,不好;,-1;
307,定型为零几乎，基本没用,,,
308,不好用，感觉挺鸡肋的产品。 关键和图片也不一样。,NULL;感觉;,不好;鸡肋;,-1;-1;
309,很差的东西，千万不要买。第三次发表评论，因为给差评，前两次被禁止发表，这次不说那么多，,NULL;NULL;,很差;差评;,-1;-1;
310,吃了一次胃疼，一直闲置呢,NULL;,疼;,-1;
311,看了下还不错，穿着舒服，发货也快，准备多买几双呢。,NULL;NULL;发货;,不错;舒服;快;,1;1;1;
312,客服说可用于微波炉、烤箱，人家碗底不写着不能用啊，瞎搞,,,
313,去年圣诞节前买的，发现沿着绗缝线一直有灰色的絮状毛，每次换被套，都会落了一地。羊毛是灰色的？实在是太奇怪了，都不敢用了。,NULL;,奇怪;,-1;
314,其实现在关键的是领悟 很多的东西一搜索就会得到 但是我们如何去领悟和运用，才是最大的智慧 听了，看了，当时激动了一下，过后不动，不用，那也是没有用的。 他的演讲在网上可以找到 如何去做去用才是关键啊 呵呵呵呵呵呵呵 开口笑笑 苏彬敬上 subin-world@hotmail.com,NULL;NULL;,很多;可以;,1;1;
315,不错 收到货发现很小 白色的 蛮好看的 立式的 跟一起买的水星无线路由很配啊,路由;NULL;NULL;,不错;很小;好看;,1;1;1;
316,GMAT必备，不过已经出2017了这个就不必买了啊,NULL;,必备;,1;
317,不错，很喜欢，但是U盘有点松,有点;NULL;,不错;喜欢;,1;1;
318,做工非常一般，不值得购买,NULL;NULL;,一般;值得;,0;1;
319,洁面乳很一般，油性皮肤基本洗不下面部的污垢，疑似假货,洁面乳;NULL;,一般;假货;,0;-1;
320,质感很好，穿着很舒服，不过XL可能更合适,质感;NULL;NULL;,很好;舒服;合适;,1;1;1;
321,味道是荔枝味的 和欧莱雅差不多吧,NULL;,差不多;,0;
322,挺简单的，不知道有没有用，且买给孩子试试吧。,NULL;,简单;,1;
323,没到1年，出现没法启动，放充电器上没法响应，是什么问题？怎么解决？,,,
324,不错大家都应该看的一本书,大家;,不错;,1;
325,水杯不错，样子漂亮，没有异味，保温效果也好！,水杯;样子;效果;,不错;漂亮;也好;,1;1;1;
326,满分！对于我这种厚嘴唇脸大的人，最适合这种咬唇妆了，里面是诱惑的玫红色。 口红?管体上有美宝莲的英文标志，应该是正品。因为淘宝上的评论说没有美宝莲的英文，所以不敢下单买。现在是优惠价68元下单的，还有一套小礼品，气味也很清新，超喜欢噢。,NULL;NULL;NULL;气味;NULL;,满分;适合;正品;清新;喜欢;,1;1;1;1;1;
327,一个小标题，一个小例子，人生百态，能潜伏到哪里？！书本很干净~~满99元送的书，很不错，学习了~~,书本;NULL;,干净;不错;,1;1;
328,挺好的，嚼着吃甜甜的,NULL;NULL;,好;甜甜的;,1;0;
329,家里的小主对这味道兴趣不大,,,
330,送货速度真不赖 包装的也挺完整 玫瑰味很喜欢,NULL;NULL;NULL;,不赖;完整;喜欢;,1;1;1;
331,这款waterpik洁碧标准型水牙线WP-70EC ，使用时噪音太大，电机极容易过热，没用上3个月就过热变形，打电话给它的维修中心，就说没得修了，只能换零件，费用差不多要3百元，花399元买的机，这么容易坏，还敢再送几百块钱买它的零件吗？太没有价值了。,NULL;NULL;上;NULL;NULL;NULL;,过热;过热;变形;差不多;容易;坏;,-1;-1;-1;0;1;-1;
332,睡着太高了，买回来一直就放着了！枕头本身挺好的，有点偏硬！,NULL;枕头;有点;,高;好;硬;,1;1;-1;
333,有一个有瑕疵！不应该。,NULL;,瑕疵;,-1;
334,做工精致，设计有想象力，同样的部件可以拼两款摩托车,摩托车;NULL;,精致;可以;,1;1;
335,南海是两岸的共同祖产，寸土不让！,,,
336,差评！第一，物品中并没有赠送麂皮绒毛垫；其二，坐椅布面脏且感觉颜色不均匀；第三，椅脚铁管有部分已掉漆。,NULL;布面;颜色;,差评;脏;均匀;,-1;-1;1;
337,很轻，而且挂断电话键很不方便，后悔了,NULL;键;NULL;,轻;方便;后悔;,1;1;-1;
338,货架感觉不是很结实。,感觉;,结实;,1;
339,发货快，质量不错，全家都可以换头使用哈,发货;质量;NULL;,快;不错;可以;,1;1;1;
340,对于又大又胖的脚丫来说，非常舒适，而且蓝色不显胖，前掌很宽松，走路很透气，很是喜欢。,NULL;NULL;,舒适;喜欢;,1;1;
341,没什么效果。用了三周没点用,,,
342,包装旧了点，其他没啥问题。,NULL;,旧;,-1;
343,用了一个半月就坏了，本来买回来，就一直提示请多插入一张磁盘，本来想退的，见能用就算了，速度是很快，但用了一个半月就坏了，很不爽，很后悔没有退货。,NULL;NULL;NULL;NULL;NULL;,坏;很快;坏;不爽;后悔;,-1;1;-1;-1;-1;
344,没上面评论的那么好!我还喷多两次!效果跟我平时没什么差别!只要别有害就行!就当实习呢!,评论;NULL;,好;行;,1;1;
345,卖家发的是已拆封的，而且封面破了的，真是不道德，看在快递人员很累的份上才付钱的，真是不爽,NULL;NULL;,破;不爽;,-1;-1;
346,没用几天，镜框断了，差!,NULL;,差;,-1;
347,坏了一节，洞口太松，固定不住，差评,NULL;NULL;,坏;差评;,-1;-1;
348,比较喜欢的中式家居，配上这款六角凳，真的太有品味了,NULL;,喜欢;,1;
349,纯纯的假货，慢慢的塑料味，瓶子塑料味十足，吸嘴儿也是，泡了好几天，用牛奶也洗了一遍，还是这样，一分价钱一分货，假到不能再假了，包装都对不上号竟然是one的包装盒子！垃圾非常垃圾！,NULL;NULL;NULL;NULL;NULL;NULL;垃圾;,假货;十足;好;假;对不上;垃圾;垃圾;,-1;1;1;-1;-1;-1;-1;
350,有些味，填充料很zu,,,
351,一本不错的书，值得拥有。我是在手机上看完的！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,NULL;NULL;,不错;值得;,1;1;
352,大小很合适，能放进水杯，还不错。,NULL;NULL;,合适;不错;,1;1;
353,巧克力色不是纯色的，整体都有擦色，不是特别中意，商品图片上根本看不出来,NULL;,中意;,1;
354,此类书籍虽为著作但往往因为种种问题而导致定价高，这也没什么，但是书的纸质你得给我用好的吧？这本书简直像是地摊上十块钱一本的盗版货。而我另外一本《什么是数学》，定价为42元，书的质量什么的都很棒，而这本书，抛去内容而言，无疑是不值这个价格的。,定价;纸质;NULL;质量;NULL;,高;好;盗版;很棒;不值;,1;1;-1;1;-1;
355,很大、很敦实，质量很好，喜欢,NULL;质量;NULL;,很大;很好;喜欢;,1;1;1;
356,似乎没有塑料奶瓶好冲，但用得放心些，只是要小心，不敢让宝宝玩,奶瓶;NULL;,好;放心;,1;1;
357,东西好看不掉色，就是硬了点，不够软。,NULL;NULL;,好看;硬;,1;-1;
358,太一般了，品质一般般,品质;NULL;,一般;一般般;,0;0;
359,因为头发比较多，很适合哦~~~~~~~~~~~~~~~~~~~,NULL;,适合;,1;
360,不大，挺好看的，喜欢,NULL;NULL;,好看;喜欢;,1;1;
361,一直买他家的耳塞，隔音效果很好,效果;,很好;,1;
362,在2013年底购买，2014年底搬家后开始使用。最初的3个月各方面都不错。但是最近发现似乎保温性能很差。按照售后服务的办法，装好开水，每5分钟摸一下外壳测试温度。结果一分钟不到就开始感到了.....“温暖”，之后一直保持着暖手状态，一点不烫，但是一直“温暖”。没有办法维修，虽然外表依然靓丽，可惜只能当作普通冷水壶使用了，因为放冰水也不能保温啊。 给2颗星吧，毕竟还有几个月曾经是好的。 这样的中国制造，说实话，坏自己的名声啊。,NULL;NULL;NULL;NULL;NULL;NULL;NULL;外表;NULL;NULL;NULL;NULL;,不错;差;好;温暖;暖手;烫;温暖;靓丽;可惜;普通;好;坏;,1;-1;1;1;1;-1;1;1;-1;0;1;-1;
363,适合冬天使用，个人感觉！,NULL;,适合;,1;
364,不错的内容。可惜没有图片。,NULL;NULL;,不错;可惜;,1;-1;
365,拿到盒子的时候满心欢喜的，拆开包装就闻到一股香味，心想完了，肯定碎了，我伤心啊,NULL;NULL;,碎;伤心;,-1;-1;
366,买的是蓝色，第一次用手洗，怎么洗都掉色。第二次用机洗，刚拿上手就发现手上都是蓝蓝的。,,,
367,已经有一个开关的灯不亮了,,,
368,不错，是正品。很轻巧,NULL;NULL;NULL;,不错;正品;轻巧;,1;1;1;
369,做工较粗糙，不小心会被“暗器”扎伤手~,NULL;,粗糙;,-1;
370,很适合夏天的小包包～ 用着心情也变得更好哦～,NULL;NULL;,适合;更好;,1;1;
371,仅能充电，不能数据传输。某宝5元不到的东西能卖到这个价，心够黑的。,,,
372,确实能蜕皮，这种逐步蜕皮的比较好，一次性蜕皮可能有风险。,NULL;,好;,1;
373,很朴素，也很实用~~~~~,NULL;NULL;,朴素;实用;,0;1;
374,作者曾任摄影主编，对摄影有一番独到的见解。照片在平淡中见真味。,NULL;,独到;,1;
375,有些香味，质量不错。,质量;,不错;,1;
376,没质感，轻飘飘的，应该是空心的,NULL;,轻飘飘;,-1;
377,小巧，成像挺不错的，就是线太短了。,NULL;线;,小巧;太短;,1;-1;
378,好像效果还错 用了一下 蛮好用的,NULL;NULL;,错;好用;,-1;1;
379,硬，梳着头皮痛~~~梳齿的胶粒没多久就破损。。。非常失望,NULL;头皮;NULL;,硬;痛;失望;,-1;-1;-1;
380,尺寸标的不对，上面长25，底下长20。是个小包包。,NULL;NULL;,长;长;,1;1;
381,上世纪80年代的经典必读书。,世纪;,经典;,1;
382,油耗加了一个点，其他没感觉。。。,,,
383,原本想买本词典方便查询（知道菜名to english name的）可是目录是从A-Z编排的，非常不方便查询，所以根本就等于搁在一边····编写虽易，查询不易，且买且珍惜。,本词典;NULL;NULL;,方便;方便;珍惜;,1;1;1;
384,没有期待的效果 还不如蚊香,,,
385,满满一大桶，够鱼鱼吃好久了，不过颗粒好大啊，刚开始鱼鱼吃的好费力,颗粒;鱼鱼;鱼鱼;,好;好;费力;,1;1;-1;
386,还不错，是正品！使用后挺舒服的。,NULL;NULL;,不错;正品;,1;1;
387,好像有些过敏，效果不知道,NULL;,过敏;,-1;
388,色彩挺好 但有一部分色太淡基本没用 有个色发重了 价格比较高,色彩;色;价格;,好;淡;高;,1;-1;1;
389,正品， 所以使用放心。在价格上没有优势。,NULL;NULL;,正品;放心;,1;1;
390,不错，挺好的，棒棒的,棒棒;NULL;NULL;,不错;好;棒棒;,1;1;1;
391,买过一次 很好用 削起来很轻松 果断再下单 可是这次发现到货的铅笔纸盒包装很旧 铅笔也是不怎么样 甚至有笔芯不在中心位置的 不知道是不是假货了,NULL;NULL;纸盒包装;NULL;NULL;,很好;轻松;旧;不怎么样;假货;,1;1;-1;-1;-1;
392,功效明显，小狗吃有点大颗，要掰开来喂食。,功效;,明显;,0;
393,黑天照样看不清路面，东西有点贵。,NULL;有点;,看不清;贵;,-1;-1;
394,居然碎了 不开心 味道很好闻,味道;NULL;味道;,碎;开心;很好;,-1;1;1;
395,之前被在数码城买摄像头被Js坑过一次，所以不再相信实体店的那些骗子了。至少在网上买的放心一些，这个摄像头还是比较清晰的，声音也比较清楚，不错的产品，罗技值得信赖。,摄像头;NULL;摄像头;NULL;NULL;罗技;,坑;放心;清晰;不错;值得;信赖;,-1;1;1;1;1;1;
396,不适合小朋友，我囡囡3岁，拉抽屉时整个箱倒了！！！压住她！！！可惜包装箱扔了，不然一定退货！箱子太轻了！建议大家的小朋友必须个子比箱子高才能用！,NULL;NULL;箱子;,适合;可惜;高;,1;-1;1;
397,不好看，密度很小，螺丝顶进去要炸裂的感觉,NULL;密度;,好看;很小;,1;1;
398,看到评论都说防脱发不错，我也买来试试，以后再追评,NULL;防脱发;,防脱发;不错;,-1;1;
399,应该明确说明是网络销售专供，买不买看个人。另外，包装上有写防伪标签鉴别方法，可是却没有找到防伪标签......所以不确定真假！,,,
400,不好刷啊，我还买了3个,NULL;,不好;,-1;
401,无论香味和持久，都和一般精品店20-30元的东西差不多，更像空气清新剂。,香味;NULL;NULL;,持久;一般;差不多;,1;0;0;
402,之前用过手动的，这次买的是电动的。一直用avent的产品，挺好用的。,,,
403,书的纸质不是很好，比学校发的差很多,纸质;学校;NULL;,很好;差;很多;,1;-1;1;
404,细小的毛粘的我的内衣到处都是，每天内衣上的毛还粘到我毛衣上都刷不下来，细细的粘的到处都是，真是差,NULL;NULL;,细小;差;,0;-1;
405,剃须泡没有包装好，上盖破损脱落，运输过程可能由于碰撞剃须泡喷出污染盒内其它物品，导致其它物品全部带有剃须泡的味道。,剃须;NULL;,好;脱落;,1;-1;
406,媳妇反馈说不错的，洗的干净,媳妇;NULL;,不错;干净;,1;1;
407,着毛巾不吸汗 又薄又短 亚马逊上第三方的店给我感觉都不可靠,NULL;NULL;NULL;,薄;短;可靠;,0;-1;1;
408,去渍很好，差一点点就是气味大一点点,气味;NULL;,很好;差;,1;-1;
409,很小，个人感觉一般.,NULL;个人感觉;,很小;一般;,1;0;
410,跟室友在专柜买的不一样,,,
411,超级失望！2013年之前的东西还拿出来卖！双面胶都干透了，还缺了一半彩条的post贴！！卖19块钱！这样很不好！作为老客户我很生气！,NULL;NULL;,失望;不好;,-1;-1;
412,我实在对这个靓龈牙刷无语了～和一直在狮王淘宝旗舰店用的不一样！包装也不一样！比我在超市买的2块钱一根的牙刷的毛还硬！！！刷毛确实很细，但是为嘛这么这么硬！我特地对比了，比2块一根的三笑硬多了！！以前淘宝买的扔了，无法对比～～一直很相信亚马逊，可是难道亚马逊自营的也有假货么？？,NULL;毛;NULL;亚马逊;,无语;硬;硬;假货;,-1;-1;-1;-1;
413,买给6岁侄子的，一共分为三个模块，第一个模块他自己拼完了，第二个模块涉及到多个步骤才能把车底固定住，以至于第一次自己亲自动手拼积木的侄子无论如何都拼不好，于是我拿着把第二部分拼完，拼过之后手上有蓝色染色痕迹，很明显。不过积木的模块分割还是让人叹为观止，乐高不一般！,NULL;NULL;NULL;,不好;明显;一般;,-1;0;0;
414,可能是遗传我的不善于动手，娃操作起来感觉有点小吃力，不过黑五抢到就是赚到，感谢一小时爸爸！,,,
415,一直用这款，觉得很不错，就是有点中空，希望改进。,NULL;,不错;,1;
416,面膜不适合，疼。。。,NULL;NULL;,适合;疼;,1;-1;
417,狗狗的最爱！！赞一个！,狗狗;NULL;,最爱;赞;,1;1;
418,语意的重复、堆砌，让我失去继续读下去的耐心，在第三晚的终止后，决定放弃。,NULL;,耐心;,1;
419,今天用上了，很高端。很喜欢。,NULL;NULL;,高端;喜欢;,1;1;
420,书也许是好书，但我认为翻译的可能有问题，不知所云，读着费劲！,NULL;,费劲;,-1;
421,包装太简陋了，连防震塑料袋都没有了，封口都已经被破坏漏出来了，第一次亚马逊差评！,NULL;NULL;亚马逊;,简陋;破坏;差评;,-1;-1;-1;
422,包装非常好 3个大箱子 收到后再确认颜色商品包装无误后 德邦的物流师傅就帮忙送上了楼 自己拆包看过以后 觉得安装难度不大 就自己安装了 安装过程中 仔细检查过很多细节 很棒的做工 觉得这套学习桌的性价比的很高 推荐购买,NULL;NULL;NULL;NULL;性价比;NULL;,好;无误;很多;很棒;很高;推荐;,1;1;1;1;1;1;
423,很习惯狮王牙膏的味道 好用！但是不知道能不能刷白牙齿,NULL;,好用;,1;
424,这箱子太坑了，盖子就是摆设，盖上后根本不严，摇起来声音很大，那缝大得蟑螂都能进去，都不知道能用来装什么。差评。,声音;NULL;,很大;差评;,1;-1;
425,打印时产生很大灰尘，污染空气！,产生;,很大;,1;
426,只有干干的古诗词，没有任何注释鉴赏，电子版适合那种文字较多看一遍就差不多有所增长的，古诗还是需要反复回味的，这样只有诗，电子版价值不大,NULL;NULL;,适合;差不多;,1;0;
427,发货和物流都很快，价格实惠，很锋利，用起来很方便。,NULL;NULL;NULL;NULL;,很快;实惠;锋利;方便;,1;1;1;1;
428,货品拿回来都开封了，就很简单的玻璃瓶，好象根本就不一样，买的好象不一样的货物，想退货，！很失望，年原图片很不错的瓶白色的，拿回来，变普通透明的玻璃瓶，连配件都没有，盒子是对了，可是开封旧了，瓶子却不一样，这怎么回事！,NULL;NULL;NULL;原图片;NULL;NULL;NULL;NULL;,开封;简单;失望;不错;普通;透明;开封;旧;,-1;1;-1;1;0;1;-1;-1;
429,很厚，不错的。图案也很好看，再买个紫色的。,NULL;NULL;NULL;,厚;不错;好看;,0;1;1;
430,书中有脚印，还有各种折痕，污迹。,,,
431,好，信号很好，穿墙无压力,压力;信号;,好;很好;,1;1;
432,价格实惠，要用好久，两个人的话，还行,NULL;NULL;,实惠;还行;,1;1;
433,适合家用，总的来说用起来还是蛮方便的，就是打奶泡的杆子不够长，杯子小点吧起泡时奶会外溢，杯子大点吧杆子不够长都够不到啊！,NULL;NULL;杆子;NULL;杆子;,适合;方便;长;起泡;长;,1;1;1;-1;1;
434,比超市专柜卖的便宜几十块钱， 拿到货后发现，包装有瑕疵，烫金印字有掉漆情况，外包装薄膜一角有破损， 因为是送人的，所以很在意外包装。 当然了，自己用的话，还是蛮实惠的。,专柜;NULL;NULL;,便宜;瑕疵;实惠;,1;-1;1;
435,很一般， 被子还是买好的吧，这个价格，料子化学制品了，有声音,声音;,一般;,0;
436,一共买了两只，一只到期时间是19年，年一只是21年。,,,
437,感觉音质没有想象中好，戴久了头顶会痛,想象;NULL;,好;久;,1;0;
438,很好用哦 颜色很自然 好推开,NULL;NULL;NULL;,很好;自然;好;,1;1;1;
439,实物和图片完全不同，不知道真假,,,
440,说白了就是局部麻醉剂不可多用阿,,,
441,还不错，价格比较便宜，但是看起来不如图片那么好看，略有粗糙,NULL;价格;NULL;NULL;,不错;便宜;好看;粗糙;,1;1;1;-1;
442,表带是棕色，表扣是金黄色。怎么选项是白色？不敢下单了，担心拍错颜色。,,,
443,质量好，性价比不高。,质量;性价比;,好;高;,1;1;
444,27.9元秒杀的，备用吧。牙膏很好的。,牙膏;,很好;,1;
445,质量不好感觉象假的，,NULL;象;,不好;假;,-1;-1;
446,我家猫咪最喜欢这个口味的,NULL;,喜欢;,1;
447,1、本产品没有中文说明书，不知道该如何使用，我第一次使用就把我的四弦报废了 2、后面的纽扣电池感觉不是很紧 3、外观还不错，小巧便于携带，但是显示屏上的字母很难看,NULL;外观;NULL;NULL;,报废;不错;小巧;难看;,-1;1;1;-1;
448,价格略贵，质量不错。,价格;质量;,贵;不错;,-1;1;
449,一代经典啊经典，不可多得。一代经典啊经典，不可多得。,NULL;经典;NULL;NULL;经典;NULL;,经典;经典;不可多得;经典;经典;不可多得;,1;1;1;1;1;1;
450,涂上去是清凉的感觉! 保湿时间好像不是很长！,NULL;NULL;,清凉;长;,1;1;
451,镜框都做不平，瑕疵太大，我晕.,镜框;NULL;,不平;瑕疵;,-1;-1;
452,涂在脸上蛮舒服的，气味也不错，皮肤没有泛很重的油光了。后来去专柜看，不知道为什么里面的气泡比专柜买的要多些。,NULL;气味;皮肤;,舒服;不错;很重;,1;1;-1;
453,书收到了，其他都好，但很遗憾，封面不是有达利作品的那一版。,NULL;NULL;,好;遗憾;,1;-1;
454,现在出书都喜欢拉大旗作虎皮。动不动就是中国怎么样、世界怎么样。搞得自己很有见地一样，所以这本书一看标题就知道跟《中国不高兴》一个样子。肯定又是说中国现在形势很紧迫、只有借助作者提出来的理论才能转危为安。唉。真要是有这么牛，国务院该把你聘为顾问了。,NULL;NULL;NULL;,喜欢;高兴;牛;,1;1;1;
455,收到的时候有一盒已经开口了！还是挺好用的！,,,
456,内容尚未看，印刷质量怎一个差字了得!简直不像亚玛逊，还宣称正品!不推荐.,NULL;NULL;,正品;推荐;,1;1;
457,买回来是旧的，有划痕。换了一次还是旧的 太坑了，这还是大品牌吗？,NULL;NULL;,旧;旧;,-1;-1;
458,还没用 看着很小呀 像是木糖醇的感觉。。。,NULL;,很小;,1;
459,吉列剃须刀锋速3经典刀片（8刀头） 商品基本信息里产地是德国，到手是越南。,锋速;,经典;,1;
460,不好用 不好充电 接触有问题,NULL;NULL;,不好;不好;,-1;-1;
461,家有两只博美，买回来打开它们就各抢占一块，平时还挺喜欢呆在上面的，设计的比较适合狗狗生活习惯，要是外套能摘下来洗就更好了。,NULL;NULL;NULL;,喜欢;适合;更好;,1;1;1;
462,一分钱一分货，有点小刺鼻！,NULL;,刺鼻;,-1;
463,我用着不好，连续刷了几天，上牙龈痛，换了用牙膏又没事，就停用了,NULL;牙龈;NULL;,不好;痛;没事;,-1;-1;0;
464,用了这么多化妆品，还是第一次遇到让我脸上的痘痘一个接一个往外冒的洁面产品。有史以来脸上第一次同时出现了3颗，真是让我无言以对。幸好家里还有一瓶其他产品的洁面油，是在超市里忘记下了这个订单后误买的。哇，用了那个以后脸上的痘痘就不再出来了，同样是日本品牌。一个是中国产，一个是日本原装，这差距也太大了。所以不要说崇洋媚外，中国的化学品的纯度和外国的同类产品质量还是有差距的！我以后仍然决定使用纯进口化妆品。,痘痘;NULL;产品;,洁面;无言以对;洁面;,1;-1;1;
465,在不包退换的条件下，买了小瓶200ml 的试了一下。不是特别爽滑，也不是特别滋润感觉。还行吧。,NULL;NULL;,滋润;还行;,1;1;
466,发货快，包装好，质量任，全五星,发货;NULL;NULL;,快;好;五星;,1;1;1;
467,垃圾东西我都怀疑是招蚊子的不是驱蚊的,驱蚊;,垃圾;,-1;
468,尺码偏大！建议买小一号！！,,,
469,效果不好，也是粗心当成blueair原厂的，其实是山寨的。放在一旁不用了,NULL;NULL;,不好;粗心;,-1;-1;
470,一开始感觉声音振动比较大，用多两次就不觉得了，牙刷用起来的感觉还可以，就是旋转的速度有点不怎么喜欢，主要是冲着德国的品牌买的，效果不错，牙齿虽然没有说感觉和正常的刷牙干净多少，可能这个是要长一点时间才可以感受但的吧。唯一一点缺点就是送货的时间太慢了，发货发到中国来的时候已经有十多天了，等的耐心没有多大，还有就是只配送一个刷头，觉得有些小气啊,NULL;NULL;效果;NULL;感觉;NULL;NULL;时间;NULL;NULL;,可以;喜欢;不错;正常;干净;长;可以;太慢;耐心;小气;,1;1;1;1;1;1;1;-1;1;-1;
471,有硅油啊，成分表里面，怎么当无硅油卖？,,,
472,上色不错，就是刷子有些硬。,色;刷子;,不错;硬;,1;-1;
473,很浓的水蜜桃味道，和多泡沫哦！,,,
474,习惯好评 还可以外观精致 声音一般 入门级特征,NULL;NULL;外观;声音;,好评;可以;精致;一般;,1;1;1;0;
475,前后买了三次，都是坏的。亚马逊的售后我也是醉了。除非我找315亚马逊是不会给我换货的。,NULL;,坏;,-1;
476,好是好，就是上半部有点晃,有点;有点;,好;好;,1;1;
477,这个东西很满意，没味道，又热乎，晚上孩子打被子的事无需担心,NULL;,满意;,1;
478,这个液体钙软胶囊的批准文号是G20050305，在国药局查询的结果的申请名称为七茗牌善安软胶囊，申请人昆明香格喜玛生物技术有限责任公司。换言之，假的，请卓越解释一下，打着正牌旗号卖假药的原因,NULL;NULL;,假;卓越;,-1;1;
479,才用了一个月，蓝色的就掉色很多。,NULL;,很多;,1;
480,For expats living in China this is not a good option as the Windows version it comes with is only chinese and there is no way to convert it to any other language unless you pay another $200-$300 to buy a full version of windows 8.,NULL;,good;,1;
481,就一玻璃，后面贴一画，太粗糙了，不值这个钱！,NULL;NULL;,粗糙;不值;,-1;-1;
482,买了一个半月，现在转头不转了。,,,
483,不错啦，TA收到了，喜欢,NULL;NULL;,不错;喜欢;,1;1;
484,桌子的零件都生锈了。,,,
485,拖鞋收到了，试穿下还不错哦 挺舒服的，质量也挺好，和图片一样,NULL;质量;,不错;好;,1;1;
486,像纸壳！厚！厚！厚！,NULL;NULL;NULL;,厚;厚;厚;,0;0;0;
487,不是太懂香水，冲着牌子买了这款，偶尔用用量足够了。,NULL;,足够;,1;
488,毛很柔软，尺寸也刚好。只是在使用几次以后也还是掉毛，弄到全身都是，不开心:(,毛;NULL;NULL;,柔软;刚好;开心;,1;1;1;
489,比较喜欢复古的款式，试听效果也不错。就是不如外表看的结实，比较单薄，没有中文说明书。要是有保护盒或保护套就好了。,NULL;效果;外表;NULL;保护套;,喜欢;不错;结实;单薄;好;,1;1;1;-1;1;
490,在亚马逊购买了贝西剀尔美发剪刀2把(40、40、15元寄费)，使用后比较满意，非常轻巧和锋利，只是用了一次，不知道今后怎么样。,NULL;NULL;,轻巧;锋利;,1;1;
491,给女儿买的，质量不错，赞一个。,质量;NULL;,不错;赞;,1;1;
492,还没收到，就降价了，降了100多，貌似只有三个档位，桑心……,,,
493,习题做着有点难 努力学习,,,
494,果子搭配不好，因为相互撞击造成粉挺多的。油乎乎的,NULL;,不好;,-1;
495,一般吧。包装比较简陋，纸质的灯笼就用塑料袋帮着，连个纸盒都没有，到手的时候灯下面有的地方破个洞。做工也是一般，不会买了下次。,NULL;NULL;NULL;NULL;,一般;简陋;破;一般;,0;-1;-1;0;
496,像糖果一样的口味，泡沫很细腻，美白什么的应该没有吧。总体还可以。,泡沫;NULL;,细腻;可以;,1;1;
497,没有特别好的感觉，但是还算不错吧,NULL;NULL;,好;不错;,1;1;
498,收到的两盒封口都是破损的，如果是护肤品之类的肯定是要退货的。,,,
499,不过值这个价，空间还可以,NULL;,可以;,1;
500,注入热水后有股味道，用了段时间还是有，但用起来挺方便的。,NULL;,方便;,1;
501,到这儿包装都烂了…好在东西没事,NULL;NULL;NULL;,烂;好;没事;,-1;1;0;
502,超次的笔，根本不上色，买了几天直接降价几十块钱，在亚马逊买的最心塞的东西,,,
503,这其实就是一个很低端的滴漏式咖啡机，只是造型很高级。本来以为是蒸汽式的（怪我没看仔细就买了），效果很不好，这个价位还是推荐买蒸汽式咖啡机。,NULL;NULL;NULL;NULL;NULL;,低端;高级;仔细;不好;推荐;,-1;1;1;-1;1;
504,材质不错，很环保，用着满意，实惠,材质;NULL;NULL;NULL;,不错;环保;满意;实惠;,1;1;1;1;
505,是big boy的，老公175，150斤可穿xl,,,
506,基本都是古文，而且还很厚的一本古文书啊！买的有点后悔了，还不如去看纪录片。。,NULL;NULL;,很厚;后悔;,1;-1;
507,虽然用时水变得很黑很浑浊 但清洗完后 把底盖掀开 里面的污垢都还在,时水;,浑浊;,-1;
508,不值这个价，早知道还不如淘宝买呢！本想退货的，但是拿回来就被孩子拆了,孩子;,不值;,-1;
509,是大号的，不合适，累死我了,NULL;,合适;,1;
510,之前买过一款 今天收到的跟之前的差很多 颜色是黄的而且不匀。。塑料质量很差 我怀疑过期了 真恶心。。都不敢用 我拆了 不知道能不能退货,NULL;NULL;质量;NULL;NULL;,差;很多;差;过期;恶心;,-1;1;-1;-1;-1;
511,用久了可能就没啥感觉了，不过材质非常棒,材质;NULL;,久;棒;,0;1;
512,布料还可以，就是S码偏小了,NULL;,可以;,1;
513,产品介绍也不写清楚是一支牙刷，以为跟照片一样3支装，回来发现让我很崩溃，纯属欺诈误导消费,产品;NULL;,清楚;崩溃;,1;-1;
514,失望，不知道里面的纸芯用完了，可以买得到吗？,NULL;NULL;,失望;可以;,-1;1;
515,但是有刺鼻的塑料味 恐怕短期内不会消除 以前用过的任何一个键盘都没有这种情况 Made in China,NULL;,刺鼻;,-1;
516,用了半月不到就坏了 母机显示屏乱跳 不能通话 重庆这边的售后电话地址都是给的错误的号码,号码;,坏;,-1;
